% Model:              geometry_test_remi_eugenie_sans_cellule_ter.mph
% Version:            COMSOL 6.2.0.415
% Date:               Oct 8 2024, 17:03
% Dimension:          3
% Nodes:              508
% Expressions:        21
% Description:        Potentiel électrique
% Length unit:        µm
% x                       y                        z                        V (V) @ freq=1000                                 V (V) @ freq=1258.9                               V (V) @ freq=1584.9                               V (V) @ freq=1995.3                               V (V) @ freq=2511.9                               V (V) @ freq=3162.3                               V (V) @ freq=3981.1                               V (V) @ freq=5011.9                               V (V) @ freq=6309.6                               V (V) @ freq=7943.3                               V (V) @ freq=10000                                V (V) @ freq=12589                                V (V) @ freq=15849                                V (V) @ freq=19953                                V (V) @ freq=25119                                V (V) @ freq=31623                                V (V) @ freq=39811                                V (V) @ freq=50119                                V (V) @ freq=63096                                V (V) @ freq=79433                                V (V) @ freq=1E5
8.545050530504053         -40                      8.881784197001252E-16    0.013568130563691291                              0.01356813056369129                               0.013568130563691272                              0.013568130563691373                              0.013568130563691265                              0.013568130563691366                              0.013568130563691324                              0.013568130563691357                              0.013568130563691341                              0.013568130563691341                              0.013568130563691348                              0.013568130563691333                              0.013568130563691331                              0.013568130563691275                              0.013568130563691308                              0.013568130563691286                              0.013568130563691272                              0.013568130563691303                              0.0135681305636913                                0.013568130563691267                              0.013568130563691268
1.7497110007834797        -29.80921073569327       -3.3306690738754696E-16  0.012718713166898581                              0.012718713166898571                              0.012718713166898555                              0.012718713166898661                              0.01271871316689855                               0.012718713166898637                              0.012718713166898604                              0.012718713166898639                              0.01271871316689863                               0.012718713166898623                              0.012718713166898639                              0.012718713166898616                              0.01271871316689862                               0.012718713166898567                              0.012718713166898587                              0.012718713166898576                              0.012718713166898559                              0.012718713166898578                              0.012718713166898581                              0.01271871316689856                               0.012718713166898557
10.708969831020204        -33.587896006889444      -4.440892098500626E-16   0.01383862046250586                               0.013838620462505854                              0.013838620462505844                              0.013838620462505929                              0.013838620462505828                              0.013838620462505936                              0.013838620462505884                              0.013838620462505918                              0.013838620462505908                              0.013838620462505908                              0.013838620462505918                              0.013838620462505898                              0.013838620462505903                              0.013838620462505846                              0.013838620462505872                              0.013838620462505856                              0.013838620462505835                              0.01383862046250586                               0.013838620462505861                              0.01383862046250584                               0.013838620462505832
-17.097754642918176       40                       4.440892098500626E-16    0.010362780099824302                              0.010362780099824297                              0.010362780099824286                              0.01036278009982438                               0.01036278009982428                               0.010362780099824349                              0.010362780099824328                              0.010362780099824342                              0.010362780099824338                              0.01036278009982435                               0.010362780099824363                              0.010362780099824326                              0.010362780099824331                              0.010362780099824295                              0.010362780099824304                              0.010362780099824298                              0.010362780099824293                              0.010362780099824312                              0.010362780099824317                              0.010362780099824293                              0.010362780099824307
-14.56203155686216        28.990821357868285       0                        0.010679745467939157                              0.010679745467939143                              0.010679745467939133                              0.010679745467939237                              0.010679745467939131                              0.010679745467939207                              0.010679745467939171                              0.010679745467939195                              0.010679745467939192                              0.010679745467939207                              0.010679745467939213                              0.010679745467939178                              0.010679745467939183                              0.010679745467939147                              0.010679745467939157                              0.010679745467939154                              0.010679745467939147                              0.010679745467939164                              0.010679745467939171                              0.01067974546793915                               0.010679745467939155
-11.338561623244473       32.59822020688532        4.440892098500626E-16    0.011082679190268393                              0.011082679190268377                              0.011082679190268369                              0.011082679190268473                              0.011082679190268362                              0.011082679190268438                              0.011082679190268414                              0.011082679190268431                              0.01108267919026843                               0.011082679190268441                              0.011082679190268448                              0.01108267919026841                               0.011082679190268419                              0.011082679190268384                              0.011082679190268393                              0.01108267919026839                               0.011082679190268379                              0.0110826791902684                                0.011082679190268407                              0.011082679190268386                              0.011082679190268395
-8.16865747883692         40                       4.440892098500626E-16    0.01147891719179403                               0.011478917191794023                              0.011478917191794002                              0.011478917191794108                              0.011478917191794002                              0.01147891719179408                               0.011478917191794058                              0.011478917191794072                              0.01147891719179407                               0.011478917191794079                              0.011478917191794093                              0.011478917191794051                              0.011478917191794063                              0.011478917191794023                              0.011478917191794042                              0.011478917191794027                              0.011478917191794027                              0.011478917191794044                              0.011478917191794053                              0.011478917191794027                              0.011478917191794037
-3.553681573935429        33.565671615195214       2.220446049250313E-16    0.012055789156142447                              0.012055789156142444                              0.012055789156142424                              0.012055789156142534                              0.01205578915614242                               0.0120557891561425                                0.012055789156142463                              0.012055789156142494                              0.012055789156142485                              0.012055789156142496                              0.012055789156142513                              0.012055789156142464                              0.012055789156142478                              0.01205578915614244                               0.01205578915614246                               0.012055789156142438                              0.012055789156142444                              0.012055789156142454                              0.012055789156142466                              0.012055789156142444                              0.012055789156142445
-5.857605965838744        30.542627786095277       -2.220446049250313E-16   0.011767798619125002                              0.011767798619124994                              0.01176779861912498                               0.011767798619125087                              0.011767798619124971                              0.011767798619125053                              0.011767798619125016                              0.011767798619125046                              0.011767798619125039                              0.011767798619125053                              0.011767798619125063                              0.011767798619125018                              0.01176779861912503                               0.011767798619124994                              0.011767798619125008                              0.011767798619124994                              0.011767798619124992                              0.011767798619125008                              0.011767798619125016                              0.011767798619124996                              0.011767798619125
17.913604571556725        -33.61728001890711       0                        0.014739199741171143                              0.01473919974117114                               0.014739199741171136                              0.014739199741171214                              0.014739199741171114                              0.01473919974117122                               0.014739199741171162                              0.014739199741171207                              0.014739199741171195                              0.014739199741171195                              0.014739199741171202                              0.014739199741171185                              0.014739199741171192                              0.014739199741171136                              0.01473919974117116                               0.01473919974117114                               0.014739199741171128                              0.01473919974117115                               0.014739199741171157                              0.01473919974117113                               0.014739199741171116
17.729149447425165        -40                      8.881784197001252E-16    0.014716142846879467                              0.014716142846879469                              0.014716142846879459                              0.014716142846879554                              0.014716142846879445                              0.014716142846879544                              0.014716142846879493                              0.01471614284687954                               0.01471614284687952                               0.014716142846879521                              0.014716142846879526                              0.014716142846879516                              0.014716142846879516                              0.01471614284687946                               0.014716142846879492                              0.014716142846879467                              0.014716142846879457                              0.01471614284687949                               0.014716142846879495                              0.01471614284687945                               0.01471614284687945
23.222193036863686        -32.04657173384996       -2.220446049250313E-16   0.015402773254586295                              0.015402773254586302                              0.015402773254586288                              0.015402773254586374                              0.015402773254586277                              0.015402773254586378                              0.015402773254586319                              0.015402773254586367                              0.015402773254586347                              0.015402773254586347                              0.015402773254586359                              0.01540277325458635                               0.01540277325458636                               0.015402773254586295                              0.01540277325458632                               0.015402773254586291                              0.015402773254586284                              0.015402773254586312                              0.015402773254586322                              0.015402773254586282                              0.015402773254586275
25.714363435159413        -40                      0                        0.015714294515860615                              0.015714294515860622                              0.015714294515860608                              0.015714294515860684                              0.015714294515860594                              0.01571429451586069                               0.015714294515860632                              0.015714294515860688                              0.015714294515860663                              0.01571429451586066                               0.01571429451586067                               0.01571429451586066                               0.015714294515860663                              0.01571429451586061                               0.015714294515860636                              0.015714294515860615                              0.015714294515860608                              0.015714294515860643                              0.015714294515860653                              0.015714294515860587                              0.015714294515860597
15.168891263588065        -29.090047810688443      4.440892098500626E-16    0.014396110607609806                              0.014396110607609803                              0.014396110607609792                              0.01439611060760988                               0.014396110607609779                              0.014396110607609883                              0.014396110607609834                              0.014396110607609865                              0.014396110607609853                              0.014396110607609855                              0.014396110607609865                              0.014396110607609848                              0.014396110607609858                              0.014396110607609796                              0.014396110607609822                              0.0143961106076098                                0.014396110607609786                              0.014396110607609806                              0.014396110607609815                              0.014396110607609796                              0.014396110607609773
0.3882562718305502        40                       8.881784197001252E-16    0.012548531360259026                              0.01254853136025902                               0.01254853136025899                               0.012548531360259109                              0.012548531360259003                              0.012548531360259078                              0.012548531360259046                              0.012548531360259078                              0.012548531360259074                              0.012548531360259074                              0.012548531360259095                              0.01254853136025905                               0.01254853136025906                               0.012548531360259022                              0.012548531360259046                              0.012548531360259015                              0.012548531360259022                              0.012548531360259043                              0.012548531360259045                              0.012548531360259019                              0.012548531360259033
0.44223270812296267       33.5674004460963         0                        0.012555278421038983                              0.012555278421038981                              0.012555278421038965                              0.012555278421039078                              0.012555278421038964                              0.01255527842103904                               0.012555278421039002                              0.012555278421039038                              0.012555278421039028                              0.012555278421039037                              0.012555278421039056                              0.012555278421039009                              0.012555278421039017                              0.012555278421038981                              0.012555278421038997                              0.012555278421038974                              0.012555278421038981                              0.012555278421038993                              0.012555278421039005                              0.012555278421038986                              0.012555278421038986
-3.148980626828052        31.025515734160457       2.220446049250313E-16    0.012106376772319172                              0.012106376772319167                              0.01210637677231915                               0.01210637677231926                               0.01210637677231914                               0.012106376772319224                              0.012106376772319185                              0.012106376772319218                              0.01210637677231921                               0.012106376772319221                              0.012106376772319238                              0.012106376772319186                              0.012106376772319197                              0.012106376772319164                              0.01210637677231918                               0.01210637677231916                               0.012106376772319164                              0.012106376772319176                              0.012106376772319186                              0.012106376772319166                              0.012106376772319167
12.999677984817081        30.567928877976183       1.6653345369377348E-16   0.014124959002737447                              0.014124959002737443                              0.014124959002737435                              0.014124959002737553                              0.014124959002737459                              0.014124959002737511                              0.014124959002737476                              0.014124959002737523                              0.0141249590027375                                0.014124959002737502                              0.01412495900273754                               0.014124959002737494                              0.014124959002737494                              0.014124959002737456                              0.014124959002737475                              0.014124959002737436                              0.014124959002737449                              0.014124959002737466                              0.014124959002737483                              0.014124959002737456                              0.014124959002737473
9.084271590840821         40                       -4.440892098500626E-16   0.013635533230829486                              0.013635533230829486                              0.013635533230829458                              0.01363553323082959                               0.013635533230829482                              0.013635533230829546                              0.013635533230829517                              0.013635533230829555                              0.013635533230829548                              0.013635533230829545                              0.013635533230829572                              0.013635533230829527                              0.01363553323082953                               0.013635533230829494                              0.013635533230829508                              0.013635533230829479                              0.013635533230829487                              0.013635533230829508                              0.01363553323082951                               0.013635533230829493                              0.0136355332308295
29.2081587125353          -33.89699977571014       4.440892098500626E-16    0.01615101886997976                               0.016151018869979772                              0.016151018869979765                              0.016151018869979827                              0.01615101886997974                               0.016151018869979848                              0.016151018869979782                              0.016151018869979834                              0.016151018869979803                              0.0161510188699798                                0.01615101886997982                               0.016151018869979807                              0.016151018869979814                              0.01615101886997976                               0.016151018869979786                              0.016151018869979758                              0.01615101886997975                               0.01615101886997979                               0.0161510188699798                                0.016151018869979737                              0.016151018869979744
24.891062699274414        -28.149267916345163      0                        0.015611381935763                                 0.015611381935763011                              0.015611381935763                                 0.015611381935763079                              0.015611381935762985                              0.015611381935763089                              0.01561138193576303                               0.015611381935763072                              0.015611381935763051                              0.015611381935763047                              0.015611381935763067                              0.015611381935763058                              0.015611381935763072                              0.015611381935763002                              0.01561138193576303                               0.015611381935762995                              0.015611381935762988                              0.01561138193576302                               0.015611381935763028                              0.015611381935762992                              0.015611381935762982
34.87309071369785         -40                      4.440892098500626E-16    0.016859135265587286                              0.016859135265587306                              0.016859135265587282                              0.016859135265587355                              0.01685913526558727                               0.01685913526558737                               0.016859135265587313                              0.01685913526558735                               0.01685913526558733                               0.01685913526558733                               0.016859135265587348                              0.016859135265587327                              0.016859135265587338                              0.016859135265587286                              0.016859135265587303                              0.016859135265587282                              0.01685913526558728                               0.016859135265587306                              0.016859135265587327                              0.016859135265587254                              0.016859135265587268
39.06616415654097         -35.48232993211528       0                        0.017383269347339667                              0.017383269347339678                              0.017383269347339664                              0.01738326934733973                               0.01738326934733965                               0.017383269347339737                              0.017383269347339685                              0.017383269347339726                              0.017383269347339712                              0.017383269347339712                              0.017383269347339723                              0.017383269347339702                              0.017383269347339712                              0.017383269347339664                              0.01738326934733968                               0.017383269347339657                              0.01738326934733965                               0.017383269347339685                              0.0173832693473397                                0.017383269347339636                              0.017383269347339636
42.745905041912195        -40                      4.440892098500626E-16    0.017843236813965335                              0.017843236813965345                              0.01784323681396533                               0.01784323681396539                               0.017843236813965317                              0.017843236813965387                              0.017843236813965352                              0.017843236813965387                              0.01784323681396537                               0.01784323681396537                               0.017843236813965387                              0.017843236813965373                              0.017843236813965373                              0.01784323681396533                               0.01784323681396534                               0.017843236813965317                              0.017843236813965317                              0.017843236813965338                              0.01784323681396536                               0.017843236813965296                              0.017843236813965303
33.69356990523577         -28.549668910111635      -8.881784197001252E-16   0.016711695162380608                              0.016711695162380608                              0.01671169516238061                               0.016711695162380663                              0.016711695162380583                              0.01671169516238068                               0.016711695162380618                              0.01671169516238067                               0.01671169516238065                               0.016711695162380642                              0.01671169516238066                               0.016711695162380646                              0.016711695162380653                              0.016711695162380604                              0.01671169516238063                               0.016711695162380597                              0.01671169516238059                               0.016711695162380632                              0.016711695162380635                              0.016711695162380583                              0.016711695162380576
52.996629225040756        -40                      -8.881784197001252E-16   0.0191245772192324                                0.01912457721923242                               0.019124577219232403                              0.01912457721923245                               0.0191245772192324                                0.01912457721923245                               0.019124577219232424                              0.01912457721923245                               0.019124577219232445                              0.01912457721923243                               0.01912457721923245                               0.019124577219232435                              0.01912457721923245                               0.019124577219232403                              0.019124577219232407                              0.019124577219232382                              0.01912457721923238                               0.019124577219232417                              0.01912457721923243                               0.019124577219232365                              0.019124577219232365
59.182995308085566        -40                      1.3322676295501878E-15   0.019897872960115453                              0.019897872960115477                              0.019897872960115446                              0.01989787296011549                               0.019897872960115456                              0.01989787296011551                               0.01989787296011548                               0.0198978729601155                                0.019897872960115498                              0.019897872960115484                              0.019897872960115498                              0.019897872960115488                              0.019897872960115505                              0.019897872960115456                              0.019897872960115456                              0.019897872960115432                              0.019897872960115436                              0.019897872960115474                              0.019897872960115488                              0.01989787296011542                               0.019897872960115415
57.51871977278324         -36.39594056168908       0                        0.019689838486610153                              0.019689838486610184                              0.019689838486610156                              0.019689838486610194                              0.01968983848661016                               0.019689838486610208                              0.019689838486610173                              0.019689838486610198                              0.01968983848661019                               0.019689838486610184                              0.0196898384866102                                0.01968983848661019                               0.019689838486610205                              0.019689838486610153                              0.019689838486610156                              0.01968983848661014                               0.01968983848661014                               0.01968983848661017                               0.019689838486610184                              0.01968983848661012                               0.019689838486610118
68.14976660832187         -40                      -2.220446049250313E-16   0.021018719439381956                              0.02101871943938198                               0.02101871943938194                               0.021018719439381987                              0.021018719439381963                              0.021018719439382                                 0.021018719439381973                              0.021018719439382                                 0.02101871943938199                               0.02101871943938197                               0.021018719439381994                              0.021018719439381984                              0.02101871943938199                               0.02101871943938196                               0.021018719439381967                              0.021018719439381946                              0.021018719439381946                              0.021018719439381973                              0.021018719439381984                              0.02101871943938194                               0.021018719439381914
45.80421396328403         -31.148623187390932      8.881784197001252E-16    0.018225525334844523                              0.01822552533484454                               0.01822552533484452                               0.01822552533484458                               0.018225525334844506                              0.018225525334844582                              0.01822552533484455                               0.018225525334844582                              0.018225525334844575                              0.018225525334844568                              0.018225525334844575                              0.01822552533484456                               0.018225525334844582                              0.01822552533484453                               0.018225525334844537                              0.018225525334844516                              0.01822552533484451                               0.018225525334844547                              0.01822552533484456                               0.018225525334844485                              0.018225525334844492
48.65788214950983         -34.72689388495259       0                        0.0185822337462633                                0.01858223374626332                               0.018582233746263298                              0.018582233746263353                              0.018582233746263284                              0.01858223374626335                               0.018582233746263326                              0.018582233746263353                              0.018582233746263343                              0.01858223374626334                               0.01858223374626335                               0.01858223374626334                               0.018582233746263353                              0.018582233746263305                              0.018582233746263308                              0.018582233746263287                              0.018582233746263287                              0.01858223374626331                               0.018582233746263332                              0.018582233746263256                              0.01858223374626327
51.97407496041213         -31.20612149737525       0                        0.018996757796331493                              0.018996757796331518                              0.01899675779633149                               0.018996757796331542                              0.018996757796331483                              0.01899675779633155                               0.018996757796331518                              0.018996757796331545                              0.01899675779633153                               0.018996757796331535                              0.018996757796331542                              0.018996757796331535                              0.018996757796331552                              0.018996757796331497                              0.018996757796331497                              0.018996757796331483                              0.018996757796331483                              0.01899675779633151                               0.018996757796331528                              0.018996757796331448                              0.018996757796331462
21.843857486596466        36.78580634994124        8.881784197001252E-16    0.015230481365960835                              0.015230481365960842                              0.01523048136596081                               0.015230481365960936                              0.015230481365960842                              0.0152304813659609                                0.01523048136596087                               0.015230481365960917                              0.015230481365960889                              0.015230481365960884                              0.015230481365960918                              0.015230481365960884                              0.015230481365960875                              0.015230481365960839                              0.01523048136596086                               0.015230481365960813                              0.015230481365960832                              0.015230481365960849                              0.015230481365960863                              0.015230481365960842                              0.015230481365960852
13.346613858858193        29.930733977739393       8.881784197001252E-16    0.014168325984545838                              0.014168325984545836                              0.014168325984545826                              0.014168325984545942                              0.014168325984545847                              0.0141683259845459                                0.014168325984545866                              0.014168325984545914                              0.01416832598454589                               0.014168325984545892                              0.014168325984545932                              0.014168325984545885                              0.014168325984545883                              0.014168325984545847                              0.014168325984545866                              0.014168325984545826                              0.01416832598454584                               0.014168325984545857                              0.014168325984545876                              0.014168325984545845                              0.014168325984545864
17.57762071404623         40                       -4.440892098500626E-16   0.014697201801974327                              0.01469720180197433                               0.014697201801974306                              0.014697201801974431                              0.01469720180197434                               0.014697201801974393                              0.014697201801974362                              0.01469720180197441                               0.01469720180197439                               0.014697201801974383                              0.01469720180197441                               0.014697201801974378                              0.014697201801974374                              0.014697201801974332                              0.014697201801974352                              0.014697201801974315                              0.014697201801974327                              0.014697201801974346                              0.014697201801974358                              0.014697201801974341                              0.014697201801974341
26.35614085756031         40                       0                        0.015794516726934757                              0.015794516726934764                              0.015794516726934736                              0.015794516726934858                              0.01579451672693476                               0.015794516726934816                              0.01579451672693479                               0.01579451672693484                               0.015794516726934812                              0.01579451672693479                               0.01579451672693484                               0.0157945167269348                                0.01579451672693479                               0.015794516726934757                              0.015794516726934778                              0.015794516726934736                              0.015794516726934753                              0.015794516726934764                              0.015794516726934778                              0.015794516726934757                              0.01579451672693477
60.41298099065773         -28.346768361844333      0                        0.02005162113381423                               0.02005162113381425                               0.020051621133814226                              0.020051621133814264                              0.020051621133814226                              0.02005162113381428                               0.020051621133814236                              0.02005162113381427                               0.02005162113381426                               0.020051621133814264                              0.02005162113381427                               0.02005162113381427                               0.020051621133814278                              0.02005162113381423                               0.020051621133814243                              0.020051621133814215                              0.020051621133814215                              0.020051621133814236                              0.020051621133814257                              0.020051621133814198                              0.020051621133814205
70.65598312239443         -36.588919354687626      8.881784197001252E-16    0.02133199651181776                               0.021331996511817778                              0.02133199651181774                               0.02133199651181779                               0.02133199651181776                               0.021331996511817802                              0.021331996511817775                              0.021331996511817802                              0.021331996511817792                              0.02133199651181777                               0.021331996511817792                              0.02133199651181779                               0.021331996511817795                              0.021331996511817764                              0.021331996511817775                              0.021331996511817754                              0.021331996511817754                              0.02133199651181777                               0.02133199651181779                               0.021331996511817743                              0.021331996511817726
73.14749563010707         -40                      4.440892098500626E-16    0.02164343569102184                               0.02164343569102186                               0.021643435691021826                              0.021643435691021867                              0.021643435691021846                              0.02164343569102188                               0.021643435691021853                              0.021643435691021878                              0.02164343569102187                               0.02164343569102185                               0.02164343569102187                               0.021643435691021864                              0.021643435691021874                              0.021643435691021846                              0.021643435691021857                              0.02164343569102184                               0.02164343569102184                               0.021643435691021853                              0.021643435691021867                              0.02164343569102183                               0.021643435691021805
74.67751436836826         -35.91238680149508       2.220446049250313E-16    0.021834688101561375                              0.02183468810156139                               0.021834688101561354                              0.021834688101561393                              0.021834688101561375                              0.02183468810156141                               0.021834688101561382                              0.021834688101561407                              0.021834688101561396                              0.021834688101561375                              0.0218346881015614                                0.021834688101561396                              0.021834688101561403                              0.021834688101561372                              0.02183468810156139                               0.02183468810156137                               0.02183468810156137                               0.02183468810156139                               0.021834688101561396                              0.02183468810156136                               0.02183468810156134
77.43298983180998         -40                      -4.440892098500626E-16   0.02217912320235527                               0.02217912320235528                               0.022179123202355253                              0.022179123202355287                              0.022179123202355273                              0.022179123202355294                              0.02217912320235528                               0.0221791232023553                                0.022179123202355284                              0.02217912320235527                               0.022179123202355287                              0.022179123202355287                              0.022179123202355294                              0.022179123202355266                              0.022179123202355287                              0.022179123202355263                              0.02217912320235527                               0.02217912320235528                               0.022179123202355287                              0.02217912320235526                               0.02217912320235524
84.85007528334211         -29.847368990598433      0                        0.023106258479759282                              0.02310625847975929                               0.02310625847975928                               0.0231062584797593                                0.023106258479759292                              0.02310625847975931                               0.02310625847975929                               0.02310625847975931                               0.023106258479759306                              0.023106258479759292                              0.023106258479759306                              0.023106258479759296                              0.023106258479759306                              0.02310625847975929                               0.02310625847975931                               0.02310625847975929                               0.023106258479759285                              0.023106258479759306                              0.0231062584797593                                0.023106258479759275                              0.023106258479759292
